created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Feb 11 23:59:58 +0000 2024;1756830469101109662;"harusnya dokumenter dirty vote ada versi full, judulnya dirty government.";0;0;0;1;in;3246152630;1756830469101109662;lembedang;https://twitter.com/lembedang/status/1756830469101109662
Sun Feb 11 23:59:55 +0000 2024;1756830453301137625;"Keramaian Dirty Vote, Ibu Connie juga menyampaikan bahwa mendapat peringatan “Jangan Ganggu Gibran.” Tentu hal itu menjadi bagian dari intimidasi yg dilakukan oleh orang-orang 02. Seperti inikah gambaran Pemilu Riang Gembira?  #YakinPilihGanjar #ganjarpranowo #ganjarmahfud2024 https://t.co/NzfnpDrqGG";0;0;0;0;in;69834086;1756830453301137625;IntanAyuArimbi;https://twitter.com/IntanAyuArimbi/status/1756830453301137625
Sun Feb 11 23:59:54 +0000 2024;1756830452701360439;"Semalem mau lanjutin nonton dirty vote, tapi gua ketiduran";0;0;0;0;in;1270850215239512064;1756830452701360439;Hazellnuy;https://twitter.com/Hazellnuy/status/1756830452701360439
Sun Feb 11 23:59:54 +0000 2024;1756830451149525155;"#DirtyVote  Semoga ORANG/INSTITUSI yg disebut dlm film tsb jika ada counter dipersilahkan MENGADU DATA &amp  JANGAN MENGADU KE MEJA APARAT DEMI MARWAH DEMOKRASI 🙏🏻🙏🏻";0;0;0;0;in;1716060084286177280;1756830451149525155;Syahruzy44356;https://twitter.com/Syahruzy44356/status/1756830451149525155
Sun Feb 11 23:59:50 +0000 2024;1756830432652623986;"Amazing, DIRTY VOTE menuju 3 JT dan Trending di X guys https://t.co/WrdrON2O1b";13;13;116;281;in;1334853481019056128;1756830432652623986;Mdy_Asmara1701;https://twitter.com/Mdy_Asmara1701/status/1756830432652623986
Sun Feb 11 23:59:46 +0000 2024;1756830417779605542;"Film Dirty Vote Soroti Bawaslu Tidak Kompeten Awasi Penyelenggaraan Pemilu https://t.co/PqAKQ7yOqQ";0;1;0;3;in;231355136;1756830417779605542;SINDOnews;https://twitter.com/SINDOnews/status/1756830417779605542
Sun Feb 11 23:59:44 +0000 2024;1756830407172165672;"@mss934735443619 @Lembayung071 @jokowi ga benci kak, lebih shock aja yang punya tingkah laku tak terduga😉. Coba itu yang dirty vote film ditonton secara baik-baik sampe selese. Biar paham";0;1;0;0;in;957388837369495553;1756653693955690823;mumuygan;https://twitter.com/mumuygan/status/1756830407172165672
Sun Feb 11 23:59:42 +0000 2024;1756830401371447440;"Met beraktifitas !    Ayo nonton Dirty Vote dah hampir 3jt viewer pagi ini &amp  share untuk Pencerahan yg mo Dibodohi gerombolan Plongo  https://t.co/77ytE6tZek";0;0;0;0;in;1414014630507081731;1756830401371447440;Joxplalong;https://twitter.com/Joxplalong/status/1756830401371447440
Sun Feb 11 23:59:33 +0000 2024;1756830364079915122;"Kok bisa ya kalo nyari dirty vote lgsg di search bar ga ketemu Tp klo lgsg ke link nya ada 👀👀";0;0;0;2;in;3013953878;1756830364079915122;MstakenJlly;https://twitter.com/MstakenJlly/status/1756830364079915122
Sun Feb 11 23:59:29 +0000 2024;1756830344412827940;"@met_HD140283 @chici003 @kangdede78 Ya jangan disamakan lah, sama paslon yang jor-joran ngeluarin duit buat kampanye. Dengan anggaran kampanye sebanyak itu, gak kebayang gimana cara mereka buat balikin modal nya itu. Nonton aja film dokumenter Dirty Vote, semua dibahas disana";0;1;0;5;in;1218058892036362242;1756672257441825015;rzandika13;https://twitter.com/rzandika13/status/1756830344412827940
Sun Feb 11 23:59:28 +0000 2024;1756830340516331978;"nonton dirty vote aja biar ga degdegan";0;0;0;0;in;1412738626186711042;1756830340516331978;jancepubestie;https://twitter.com/jancepubestie/status/1756830340516331978
Sun Feb 11 23:59:20 +0000 2024;1756830306995425308;"kocak bgt film dirty vote dikeluarin pas masa tenang, sesengaja itu🤨 segitu takutnya kah?";0;1;0;0;in;357458024;1756830306995425308;itshun_xx;https://twitter.com/itshun_xx/status/1756830306995425308
Sun Feb 11 23:59:20 +0000 2024;1756830306370470133;"Nonton DIRTY VOTE makin ngerasa betapa kotornya politik Indonesia dan betapa benernya manusia memang suka jilat ludah sendiri, dan deket sama orng yg punya kekuasaan akan membuat lu punya kekuasaan juga";0;0;0;0;in;1608769938902380546;1756830306370470133;ryecill00;https://twitter.com/ryecill00/status/1756830306370470133
Sun Feb 11 23:59:17 +0000 2024;1756830293795975612;"@PartaiSocmed Lanjutkan DIRTY VOTE  . . . Siapa lagi yg bisa kita percaya bilamana instrumen kebusukan oligarki !! Rakyat jadi korban";0;0;0;0;in;1350066300379250688;1756692453208551850;nor_pauzi;https://twitter.com/nor_pauzi/status/1756830293795975612
Sun Feb 11 23:59:15 +0000 2024;1756830289010241611;"LOUD AND CLEAR Closingnya Mbak Bibip di Dirty Vote,   "Buat menyusun dan menjalankan skenario kotor seperti ini tidak perlu kepintaran dan kecerdasan, yg diperlukan cuma 2, yaitu: mental culas &amp  tahan malu".";0;0;3;17;in;1402456589613686784;1756830289010241611;Mbok_Ewett;https://twitter.com/Mbok_Ewett/status/1756830289010241611
Sun Feb 11 23:59:14 +0000 2024;1756830284128059490;"Terlepas dari sejauh mana kebenarannya &amp  saya yakin benar, nonton bagaimana "DIRTY VOTE" lebih memperluas wawasan kita ttg Partai Gelora &amp  Fahri Hamzah's Gang.";0;0;0;0;in;63587962;1756830284128059490;riharsya;https://twitter.com/riharsya/status/1756830284128059490
Sun Feb 11 23:59:09 +0000 2024;1756830262628114786;"Viewnya 'Dirty Vote' hampir nyentuh angka 3 juta dalam waktu kurun 24 jam. Lucunya, search 'Dirty Vote' di youtube gk bakal muncul di halaman pencarian. Bahkan channelnya aja gk muncul, apalagi videonya. Tapi kok bisa viewnya banyak? Haha  https://t.co/WLuHM7SMXU";0;0;0;1;in;170609900;1756830262628114786;DPhantomfiend;https://twitter.com/DPhantomfiend/status/1756830262628114786
Sun Feb 11 23:59:07 +0000 2024;1756830255682322935;"Setelah Sexy Killers terbitlah Dirty Vote. Hmmmm kok aku semakin terpacu iki";0;0;0;0;in;1222600860003258368;1756830255682322935;Hellodito15;https://twitter.com/Hellodito15/status/1756830255682322935
Sun Feb 11 23:59:03 +0000 2024;1756830236178800992;"@fadlizon Politisi macam apa yg tak mampu melihat fakta dr film dirty vote?";0;0;0;0;in;489171925;1756726580225978478;theWONGSO;https://twitter.com/theWONGSO/status/1756830236178800992
Sun Feb 11 23:58:58 +0000 2024;1756830216197144899;"Istilah yang muncul dan keinget karena pakai non Bahasa Indonesia di Dirty vote.  Putusan NO itu niet ontvankelijke verklaard  karena aku taunya itu NO itu normally open😅🙏  Sumber dan bacaan lanjutan: https://t.co/yjV0GWRLeK https://t.co/4oZ4xPeDdg";0;0;0;0;in;226884344;1756830216197144899;srwicak;https://twitter.com/srwicak/status/1756830216197144899
Sun Feb 11 23:58:57 +0000 2024;1756830213747699828;"wakakaka kebakaran jenggot dia soalnya dirty vote lebih eksplisit bahasannya dibanding sexy killer";0;0;0;0;in;1736247094942498816;1756830213747699828;biwrru;https://twitter.com/biwrru/status/1756830213747699828
Sun Feb 11 23:58:53 +0000 2024;1756830195573748097;"@gamapila @unilubis mampu &amp   betah, ampe gk sadar masker ku belum di bilas gara2 nntom dirty vote yg durasinga 1 jam 50 menit an lebih🔥🔥🔥";0;0;0;0;in;1242688878575636480;1756676611708170434;weollunaa;https://twitter.com/weollunaa/status/1756830195573748097
Sun Feb 11 23:58:52 +0000 2024;1756830190771277915;"@ngurahsaka terimakasih dirty vote tlh membuka mata rakyat agar melek hukum, agar tdk salah pilih yg semacam rangkuman betapa sadisnya rimba politik kita bnyk hal yg rakyat tahu sepotong² akhirnya lupa, skrg jadi runtut dan klo ada yg terkena dampak film ini klo gak terima ya tuntut saja to";0;0;0;0;in;330865816;1756482850063552963;QOBILTUMAN;https://twitter.com/QOBILTUMAN/status/1756830190771277915
Sun Feb 11 23:58:51 +0000 2024;1756830185486430506;"@iin_windarti Dirty vote mah bukan kampanya kok In, cuma ngerangkai fakta2 yg sedang dan sudah terjadi aja, dijelasin ama orang2 ahli hukum tata negara😀😀";0;2;0;0;in;198060660;1756814153258557528;maruliiee;https://twitter.com/maruliiee/status/1756830185486430506
Sun Feb 11 23:58:49 +0000 2024;1756830180113596602;"@JimlyAs @YouTube Pilih salah satu diantara 2 cara ini: 1. Cuekin aja nanti hilang sendiri. Toh surveynya udah menang 1 putaran katanya 2. Tandingi dengan analisa yg lebih tajam dgn menampilkan data dan fakta jurnalistik.  Kl tdk bisa, jgn salahkan rakyat meyakini Dirty Vote valid";0;0;0;1;in;2474123059;1756667917486403982;AmriMahfudz;https://twitter.com/AmriMahfudz/status/1756830180113596602
Sun Feb 11 23:58:49 +0000 2024;1756830178633040205;"reaksi gw selama nonton dirty vote like a meme "astaga iyakah? ngerinyaa"";0;0;0;0;in;703901565350858754;1756830178633040205;nicemelts_;https://twitter.com/nicemelts_/status/1756830178633040205
Sun Feb 11 23:58:47 +0000 2024;1756830170974204207;"Nyari "dirty vote" Di youtube kok gak ada ya?";0;1;0;0;in;413785986;1756830170974204207;ekooherwanto;https://twitter.com/ekooherwanto/status/1756830170974204207
Sun Feb 11 23:58:45 +0000 2024;1756830159486009519;"Tentang dirty vote, instrumen pemerintah untuk terus berkuasa... Ngeri dan menjijikkan";0;0;0;0;in;240167497;1756829912819028041;saldiago;https://twitter.com/saldiago/status/1756830159486009519
Sun Feb 11 23:58:42 +0000 2024;1756830149759455615;"Gue bukan pendukung paslon manapun, tapi gw berharap lebih ke #dirtyvote, gw berharap ada aspek “dirty” lain yang juga perlu dibahas, such as cawe-cawe kelompok global dlm pemilu";0;0;0;0;in;1338511421441622016;1756830149759455615;blessyoubella;https://twitter.com/blessyoubella/status/1756830149759455615
Sun Feb 11 23:58:38 +0000 2024;1756830133426565484;"@Fahrihamzah Ga mau, mending sebarin video dirty vote aja, lebih benar";0;0;0;0;in;1116254217587478528;1756827861670068614;nfaacn;https://twitter.com/nfaacn/status/1756830133426565484
Sun Feb 11 23:58:35 +0000 2024;1756830120940368348;"dirty vote katanya fitnah, tapi yakin banget yang ngomong itu pasti gak nonton full atau mungkin sama sekali gak nonton tapi udah kebakaran jenggot dulu, padahal emang faktanya kecurangan pemilu sejelas itu, mau semengelak apapun kalo bukan fanatik juga pasti sadar akan itu.";0;0;0;0;in;1604075943429312513;1756830120940368348;hamtaropippo;https://twitter.com/hamtaropippo/status/1756830120940368348
Sun Feb 11 23:58:34 +0000 2024;1756830113692573708;"Dirty Vote ini buatan PSHK yah? Btw gw cukup nonton 5 menit terakhir, sisanya gw nonton Dirty Dancing 🤣😂 #GakTertarikSoalDemokrasi  #UdahLamaJijayMaRezimIni #BukanBarangBaruLagi";0;1;0;0;in;1707166430;1756830113692573708;annethesky;https://twitter.com/annethesky/status/1756830113692573708
Sun Feb 11 23:58:33 +0000 2024;1756830111335416214;"aaaaaaa ada yg bilang dirty vote adalah propaganda, adalah kampanye terselubung karna krunya dukung paslon terterntu";0;0;0;0;in;811544144636035072;1756830111335416214;kimietae;https://twitter.com/kimietae/status/1756830111335416214
Sun Feb 11 23:58:26 +0000 2024;1756830083682299979;"@dAsalbantani @ridwanhr Ini bagus, Hayoo.makin bnyk yg penasaran kan... 02 sih over reaktif jd viral deh dirty vote👍👍👍";0;0;0;0;in;146712635;1756640303946367344;wonoxs;https://twitter.com/wonoxs/status/1756830083682299979
Sun Feb 11 23:58:26 +0000 2024;1756830080071016741;"@meillasoux Apa yang ada di dirty vote related dengan bocor alus politik tempo dan untuk 02 adalah aib yang mesti buru - buru ditutupi";0;0;0;0;in;823602781;1756630558053191751;gunawan_sent;https://twitter.com/gunawan_sent/status/1756830080071016741
Sun Feb 11 23:58:25 +0000 2024;1756830078863086037;"mengawali hari Senin dgn nyelesaiin nonton dirty vote https://t.co/1aPh5S9DfM";0;0;0;0;in;1299651232160649216;1756830078863086037;SUNW00SB;https://twitter.com/SUNW00SB/status/1756830078863086037
Sun Feb 11 23:58:22 +0000 2024;1756830065068064772;"kenapa pada panas pas dirty vote tayang? wkwkwkkw";0;0;0;0;in;1120370699514679296;1756830065068064772;avocadish__;https://twitter.com/avocadish__/status/1756830065068064772
Sun Feb 11 23:58:17 +0000 2024;1756830043966407043;"dodol ‼️ Don't lie Dirty Vote  Semangat pagi open your eyes  Open your mind  Tkn 02 panik Gelora selingkuh Bivitri Susanti pingsan Bu Mega tahan malu  #AMINmenang https://t.co/QXWa4U8RCI";0;0;1;2;in;1555855747677704192;1756830043966407043;akundewe77;https://twitter.com/akundewe77/status/1756830043966407043
Sun Feb 11 23:58:13 +0000 2024;1756830025981337926;"Pendukung 02 ini pada alzheimer, pada saat dirty vote di rilis. banyak yang bilang "curang, fitnah, ga netral"  orang2 ini mungkin menderita Alzheimer, biar gua ingetin lagi   - Kasus MK - Bansos Politik - Kasus KPU - Pejabat ASN/Militer - Kampanye Presiden - ...  Lanjutkan https://t.co/scuAZCmpT3";0;0;0;0;in;330324890;1756830025981337926;muhamadal_faris;https://twitter.com/muhamadal_faris/status/1756830025981337926
Sun Feb 11 23:58:11 +0000 2024;1756830020801278201;"@fadlizon Dirty Vote pak, lebih bikin merinding  https://t.co/iZlN1tiFcy";0;0;0;0;in;1594013981592559616;1756726580225978478;sincaaann;https://twitter.com/sincaaann/status/1756830020801278201
Sun Feb 11 23:58:10 +0000 2024;1756830012832174155;"abis kelarin dirty vote, DAN BOOMMMMMM gws bgt dah buat yg masih buta smaa fakta seterang ini";0;0;0;0;in;1192608570572886016;1756830012832174155;wvlory;https://twitter.com/wvlory/status/1756830012832174155
Sun Feb 11 23:57:58 +0000 2024;1756829962752115159;"Ogut yakin pembicara di film Dirty Vote atau orang2 Watch Doc dilaporin ke polisi sama pendukung 02 hari ini atau besok. Potong kuping ogut kalo gak!!";0;2;1;0;in;223795812;1756829962752115159;happyhariss;https://twitter.com/happyhariss/status/1756829962752115159
Sun Feb 11 23:57:53 +0000 2024;1756829945169604650;"Setelah nonton dirty vote ternyata hukum dinegara ini bencadanya gak maen maen yaaa ngeri kali yaa";0;0;0;0;in;1338712064341098498;1756829945169604650;ceu_ceun;https://twitter.com/ceu_ceun/status/1756829945169604650
Sun Feb 11 23:57:52 +0000 2024;1756829938278408293;"Lebih kacau mana, Dirty Vote atau The Dirt?";0;1;0;0;in;73263400;1756829938278408293;ari_ap;https://twitter.com/ari_ap/status/1756829938278408293
Sun Feb 11 23:57:51 +0000 2024;1756829933110997407;"@DedynurPalakka "Dirty Vote" bahas semua kecurangan. yang jadi masalah kelompok tertentu terlalu byk curang sehingga 1 film isinya kelakuan curang kelompok mrk semua.";0;0;0;0;in;1441866837923299332;1756702501695631846;riffslayz;https://twitter.com/riffslayz/status/1756829933110997407
Sun Feb 11 23:57:43 +0000 2024;1756829903348285847;"@DivHumas_Polri Saya lebih percaya film dirty vote pak karena disitu banyak data dan fakta.";0;0;0;2;in;2947363027;1756714473006768466;cozyaltruis;https://twitter.com/cozyaltruis/status/1756829903348285847
Sun Feb 11 23:57:42 +0000 2024;1756829899200118908;"Gimana perasaan nama-nama besar dengan latar belakang pendidikan yg mumpuni setelah nonton dirty vote? Ada rasa-rasa bersalah tak?";0;0;0;0;in;2412260300;1756829899200118908;kangwokk;https://twitter.com/kangwokk/status/1756829899200118908
Sun Feb 11 23:57:29 +0000 2024;1756829844472758694;"Si Sappe nelayan ko ga ada di film Dirty Vote ? Padahal actingnya bagus bgt loh";0;0;0;0;in;1354067265503678464;1756829844472758694;nurchivaaree;https://twitter.com/nurchivaaree/status/1756829844472758694
Sun Feb 11 23:57:27 +0000 2024;1756829836075737590;"@Fahrihamzah @partaigeloraid Tadinya byk kawan2ju yg mau berdoa tuk kelolosan Partai Gelora, tp setelah nonton Dirty Vote jadinya pd ga mau doa lagi, apa tdk ada bantahan resmi nih dr partai gelora?";0;3;0;6;in;760368651471990784;1756725444588823033;idhamarsyadNow;https://twitter.com/idhamarsyadNow/status/1756829836075737590
Sun Feb 11 23:57:26 +0000 2024;1756829828697989348;"@rahadianrizkiii Gw berdebat ama teman tentang MK kalah. Skarang gw ajakin lagi dah dia sudah nonton dirty vote 😎😎😎😎";0;0;0;1;in;856418418;1756666723703697845;om_UTU_dodutu;https://twitter.com/om_UTU_dodutu/status/1756829828697989348
Sun Feb 11 23:57:24 +0000 2024;1756829823434215502;"semalem nonton dirty vote bisa bisanya ketiduran";0;3;0;2;in;1486730965200240653;1756829823434215502;tibatibangemie;https://twitter.com/tibatibangemie/status/1756829823434215502
Sun Feb 11 23:57:21 +0000 2024;1756829808456302777;"Yg kayak gini tuh mendadak digoreng, sebenernya biar fakta dari dirty vote &amp  isu oligarki ketutupan.. Tgl pemilu penetapannya udah dari kapan? Kok baru sekarang di goreng?   Jangan mau mauan kehasut sama pemerintahan yg bisanya cuma adu domba";0;1;0;1;in;1570362813335609345;1756829808456302777;arfahahaa;https://twitter.com/arfahahaa/status/1756829808456302777
Sun Feb 11 23:57:14 +0000 2024;1756829779482005824;"@Bull_winner Dirty vote adalah bentuk kepanikan 01&amp 03 karna GBK membeludak 🤣";0;1;0;9;in;1535515341874671616;1756718908583915635;uareangell;https://twitter.com/uareangell/status/1756829779482005824
Sun Feb 11 23:57:12 +0000 2024;1756829772678844769;"setelah sexy killers muncullah dirty vote wkwkwkwk";0;0;0;0;in;1120624450611728384;1756829772678844769;lpuwormn;https://twitter.com/lpuwormn/status/1756829772678844769
Sun Feb 11 23:57:12 +0000 2024;1756829771940634856;"Pagi Sahabat NKRI Masa Tenang Pemilu 2024 14 Februari  *WE ARE GROOT* Dirty Vote  Gunakan Hak pilih sesuai Hati Nurani Pak Ganjar - Mahfud #GanjarMahfud2024 Masa iya enggak pilih 03 Yang benar aja Rugi donk #Salam3jari  #SahabatGanjar  Oligarki Koruptor Panik Pingsan TikTok Sara https://t.co/1OsbmCuLcr";0;0;1;9;in;3189781542;1756829771940634856;paystar04;https://twitter.com/paystar04/status/1756829771940634856
Sun Feb 11 23:57:12 +0000 2024;1756829770057441626;"pokoknya nyampe kos harus nnton dirty vote (mskpun pemilu udh lewat) hahahahaah, sebelum kena take down 🤡";0;1;0;0;in;1002740247963136000;1756829770057441626;sunflalyne;https://twitter.com/sunflalyne/status/1756829770057441626
Sun Feb 11 23:57:11 +0000 2024;1756829766362317165;"ikut info politik sejak 2019 dimana disitu adalah tahun pertama kalinya gue bisa memilih kandidat calon-calon pemimpin untuk negeri ini ke depannya. Dan selalu ada film yg ditayangkan sebelum pemilu berlangsung, ditahun 2019 ada film “Sexy Killers” &amp  ditahun ini ada “Dirty Vote”";0;1;0;0;in;2648896116;1756829766362317165;yurikanisaa;https://twitter.com/yurikanisaa/status/1756829766362317165
Sun Feb 11 23:57:05 +0000 2024;1756829743729848321;"@Arie_Kriting Itu lah kenapa gue salut ke Bang @Arie_Kriting Peluncuran Film “Dirty Vote” Sebuah Dokumenter tentang Kecurangan Pemilu 2024, Nonton Filmnya Full di sini! https://t.co/EreeglcGEh";0;0;0;0;in;83900013;1756674007175430194;dikrizal;https://twitter.com/dikrizal/status/1756829743729848321
Sun Feb 11 23:57:05 +0000 2024;1756829742312091659;"HALALKAN SEGALA CARA DEMI TAHTA.  Ternyata sangat banyak yang tidak tahu malu, terutama MALU KEPADA ALLAH SWT.  "Dirty Vote " bikin mata semakin melek!!  Masih mau bilang fitnah! Ini kenyataan!!!  https://t.co/8IAcUJWlwI";0;0;0;1;in;145225376;1756829742312091659;FeyDown;https://twitter.com/FeyDown/status/1756829742312091659
Sun Feb 11 23:57:03 +0000 2024;1756829733881598115;"Kesimpulan dari difilm Dirty vote,  " Puncak tragedi nya ialah MK anak kandung dr reformasi diperkosa oleh si paman dan melahirkan Anak Haram Konstitusi "   Pelecehan demokrasi sedang terjadi. Dan 4 kata cukup menggambarkannya.  " Mental Culas &amp  Tahan Malu "  Bivitri Susanti";0;0;1;4;in;1525051102705487873;1756829733881598115;iki_prime;https://twitter.com/iki_prime/status/1756829733881598115
Sun Feb 11 23:57:02 +0000 2024;1756829727543964033;"td mlem nnton dirty vote mlah ketiduran😵‍💫";0;0;0;1;in;1269260746430525442;1756829727543964033;rszvx;https://twitter.com/rszvx/status/1756829727543964033
Sun Feb 11 23:57:01 +0000 2024;1756829725828526367;"@UGM_FESS Skenarionya sama persis seperti 2019 , Sexi Killer rilis juga mendekati hari H pencoblosan begitu juga film Dirty Vote ini , tujuannya pun juga sama seolah olah membahas suatu topik untuk menggiring opini";0;1;0;1;in;1230894643061018624;1756690939475845343;pointofviuw;https://twitter.com/pointofviuw/status/1756829725828526367
Sun Feb 11 23:56:58 +0000 2024;1756829713115566372;"Mengapa pildok "dirty vote" muncul sekarang....... Paling juga di jawab...   "Jurus pamungkas kami ini... Timses kami riset dan melakukan wait n see.... Tapi..... ini juga atas perintah........... Tiiittttt tiittt tiittt…… kita ga bisa nolak!!?!!?"  Betul om @gibran_tweet 😊";0;0;0;0;in;1641680604151566336;1756829713115566372;MisterMbulet;https://twitter.com/MisterMbulet/status/1756829713115566372
Sun Feb 11 23:56:45 +0000 2024;1756829659776622709;"@AlissaWahid Dirty vote sangat kereeen. Semakin membuka wawasan.  Jadi, kemana rakyat harus mencari keadilan ?";0;0;0;1;in;1468132871986565121;1756618307216777597;AngestikaD;https://twitter.com/AngestikaD/status/1756829659776622709
Sun Feb 11 23:56:37 +0000 2024;1756829624951353519;"@Fahrihamzah @partaigeloraid Bantah dong di media. Buka data,gua lebih percaya 3  aktivis dan akademisi tsbt. Partai elo gk layak dan gak lolos. Semua rekayasa jokowi. Thank to DIRTY VOTE yg membuka semua sisi gelap dan busuk 02";0;1;1;4;in;1619950656714051585;1756819615651598712;Dunianyasantai;https://twitter.com/Dunianyasantai/status/1756829624951353519
Sun Feb 11 23:56:34 +0000 2024;1756829611764445318;"Gue udah bilang, (walaupun ngantuk bgtt nontonnya) lu semua harus nonton dirty vote!   https://t.co/mhf7PKzwBU";0;0;0;0;in;1255557077524574208;1756829611764445318;barniexxoxo;https://twitter.com/barniexxoxo/status/1756829611764445318
Sun Feb 11 23:56:33 +0000 2024;1756829606039199880;"Sejak Film DIRTY VOTE tayang pada kemana nih Sengkuni cs..?? biasanya sibuk konpres terus lapor deh..😀😀😀";0;1;1;3;in;1391133933102780419;1756829606039199880;RayiAlfian;https://twitter.com/RayiAlfian/status/1756829606039199880
Sun Feb 11 23:56:28 +0000 2024;1756829587521372222;"Peringatan keras sudah seperti judul ketikan skripsi difolder #DirtyVote Terima Kasih atas Rangkumannya Dirty Vote.!";0;1;0;0;in;236724425;1756829587521372222;randiritonga;https://twitter.com/randiritonga/status/1756829587521372222
Sun Feb 11 23:56:21 +0000 2024;1756829557120958827;"Makasih #DirtyVote bikin aku balik ke 01 wkwkwkwk 🙏🙏🙏";0;0;0;0;in;1259964065759125504;1756829557120958827;saintisbae;https://twitter.com/saintisbae/status/1756829557120958827
Sun Feb 11 23:56:20 +0000 2024;1756829552591159508;"@fadlizon Dirty vote membuat warga kabupaten bogor utk tdk memilih Caleg² para pengusung 02... tadi malam dan nanti malam masif Nobar di kampung² di bogor ..bravo 👍";0;0;3;41;in;1513694552443727873;1756726580225978478;DermagaGarely;https://twitter.com/DermagaGarely/status/1756829552591159508
Sun Feb 11 23:56:16 +0000 2024;1756829536573104304;"@fadlizon udah itu nonton sekuelnya “Dirty Vote, the Making of a President”";0;0;0;0;in;974081122383482880;1756726580225978478;19farabi76;https://twitter.com/19farabi76/status/1756829536573104304
Sun Feb 11 23:56:14 +0000 2024;1756829528897560967;"@fadlizon @mohmahfudmd Tapi Setelah nonton dirty vote di YouTube  Itu benar juga isinya, Tidak ada rekayasa,";0;0;0;0;in;1307376289041453056;1756714881565548861;Jay11532293;https://twitter.com/Jay11532293/status/1756829528897560967
Sun Feb 11 23:56:08 +0000 2024;1756829505078145173;"pas banget aku belajar HTN 4 tahun lebih, dan bikin skripsi dengan topik putusan MK, tapi setelah lihat video dirty vote kemudian liat orang2 tiktok dengan komenannya langsung ngebatin "anjg kok gini bangeet yaaaa"";0;0;0;1;in;1197315999772528640;1756829505078145173;fiterasii;https://twitter.com/fiterasii/status/1756829505078145173
Sun Feb 11 23:56:07 +0000 2024;1756829500678234491;"denial lagi: fitnah dirty vote buat jatohin satu paslon WKWKWK";0;0;0;0;in;1241504045782581248;1756829500678234491;ashilamufidas;https://twitter.com/ashilamufidas/status/1756829500678234491
Sun Feb 11 23:56:06 +0000 2024;1756829495745782178;"Yuk yg belum nentuin pilihan nya, bisa nonton dirty vote, semoga membantu...";0;0;0;0;in;1729779548995383296;1756829495745782178;perasiq;https://twitter.com/perasiq/status/1756829495745782178
Sun Feb 11 23:56:04 +0000 2024;1756829484588957968;"Film Dokumenter Dirty Vote Sengaja Tak Dimonetisasi di YouTube, Begini Alasannya https://t.co/KbEo4ma2K4";0;2;61;146;in;887743587579944960;1756829484588957968;OposisiCerdas;https://twitter.com/OposisiCerdas/status/1756829484588957968
Sun Feb 11 23:56:02 +0000 2024;1756829476762308821;"Saran saya utk  lebih bagus lagi, kekinian &amp  kekitaan adalah film "DIRTY VOTE".";0;0;0;1;in;63587962;1756829476762308821;riharsya;https://twitter.com/riharsya/status/1756829476762308821
Sun Feb 11 23:55:59 +0000 2024;1756829463764246571;"mau ngomongin dirty vote di akun sebelah tapi udah banyak yang ngetweet, akhirnya ga jadi wkwkwk udah bikin batas suci juga.";0;0;0;1;in;1358499275022340096;1756829463764246571;theuntales;https://twitter.com/theuntales/status/1756829463764246571
Sun Feb 11 23:55:57 +0000 2024;1756829457304944840;"Selamat Isra Miraj  #DirtyVote #ASHELesai https://t.co/RW8K84t24e";0;0;0;0;in;1312755619;1756829457304944840;CodemiID;https://twitter.com/CodemiID/status/1756829457304944840
Sun Feb 11 23:55:55 +0000 2024;1756829449524486485;"@jahterra Aku malah nambah belajar hukum tp hukum islam, lbh nenangin woy drpd belajar hukum nasional.  Selama belajar di FH ga pernah puas sama sekali sm hal2 yg dipaparkan menurutku selalu ada celahnya buat dicurangin. Dirty vote said it all :(";0;0;1;5;in;1233669575650136064;1756658220972855297;dflavida;https://twitter.com/dflavida/status/1756829449524486485
Sun Feb 11 23:55:52 +0000 2024;1756829437684056460;"@Fahrihamzah @partaigeloraid Bisa di bantah nggak boss, cerita di film #dirtyvote";0;0;0;0;in;1036621091161010177;1756726549230104638;D002832;https://twitter.com/D002832/status/1756829437684056460
Sun Feb 11 23:55:48 +0000 2024;1756829419145249165;"BENRAN ORG TIKTOK SEBEBELNYA ORG BEBEL ANJJJJJ BENRAN LEBIH PERCAYA TIKTOK SUMBER HOAX DRPRD FAKTA ANJGG TOLOLLL 😓😓😓 lebih parah ada yang udah nonton dirty vote tp ttp ga paham... udh ga ketolong 😞😞 https://t.co/SiPUBeK5lB";0;2;0;1;in;1189468048492658688;1756829419145249165;tempe2ribu;https://twitter.com/tempe2ribu/status/1756829419145249165
Sun Feb 11 23:55:47 +0000 2024;1756829415143830015;"Interview Putin oleh Tucker Carlson sebut Indonesia masuk Klub Ekonomi Terkemuka #TuckerCarlsonINTERVIEW #PutinTucker #Putin #putininterview #wawancaraputin #DirtyVote #BivitriSusanti #TKN02 #Trending #facts #viral https://t.co/aG9a8DePnz";0;0;0;0;in;880451676;1756829415143830015;gamaharta;https://twitter.com/gamaharta/status/1756829415143830015
Sun Feb 11 23:55:43 +0000 2024;1756829397301272580;"oke ada lagi dirty vote:)";0;0;0;0;in;1034165449;1756829397301272580;misiseress;https://twitter.com/misiseress/status/1756829397301272580
