created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Feb 11 23:51:09 +0000 2024;1756828250297577669;"Nonton dirty vote gak kaget sih, udah kebayang sejak dulu jalannya keculasan tersebut. Nggak kaget sama sekali. Semoga banyak orang disadarkan.";0;0;0;0;in;2806211731;1756828250297577669;groobaag;https://twitter.com/groobaag/status/1756828250297577669
Sun Feb 11 23:51:09 +0000 2024;1756828247650635898;"Terima kasih TKN 02 yang telah mengiklankan tayangan DIRTY VOTE.  Jadi nonton deh..";0;0;0;6;in;777141890277777409;1756828247650635898;kangnawan;https://twitter.com/kangnawan/status/1756828247650635898
Sun Feb 11 23:50:59 +0000 2024;1756828207058416069;"@zarryhendrik Cebokin dlu dirtyvote sama rosan atas statmen prabowo 2 th saja d lanjut samsul 🤪🤣";0;0;0;0;in;1523653317737746433;1756514806809657854;DPrawissa;https://twitter.com/DPrawissa/status/1756828207058416069
Sun Feb 11 23:50:57 +0000 2024;1756828196610433284;"Film dokumenter analisis politik #DirtyVote cuma dibalas #DirtyArgumen #dirtypropaganda";0;0;0;0;in;1662458296618602496;1756828196610433284;hanifsetoak;https://twitter.com/hanifsetoak/status/1756828196610433284
Sun Feb 11 23:50:56 +0000 2024;1756828196375576688;"@fadlizon Kami suka film dirty vote...rencana2 busuk tentang mempertahankan kekuasaan";0;0;0;0;in;1710774321076207616;1756726580225978478;BumiOfai;https://twitter.com/BumiOfai/status/1756828196375576688
Sun Feb 11 23:50:55 +0000 2024;1756828190201250024;"@BosPurwa Itu baru baru yg nonton lewat channel dirtyvote sendiri, yg lewat repost channel lain juga banyak sekali.";0;0;0;0;in;1459063992949772289;1756716972958744832;fauzansamsury;https://twitter.com/fauzansamsury/status/1756828190201250024
Sun Feb 11 23:50:44 +0000 2024;1756828143288234114;"@fadlizon Lagi lagi ngalihan perhatian, ini lg nonton dirty vote jiirrr";0;0;0;0;in;1557595428;1756726580225978478;ichwanpriadri;https://twitter.com/ichwanpriadri/status/1756828143288234114
Sun Feb 11 23:50:37 +0000 2024;1756828112669770119;"bisa ga si warga tiktok tuh ngeliat fakta sedikit aja. film dirty vote bukan dimaksud buat dukung 1 atau 3 tapi bahas soal demokrasi yang udh mau ancur dan itu ada fakta²nya. 🥲  sulit emg ngomong sama ego batu.";0;0;0;1;in;1537415943898673152;1756828112669770119;DragonSin__;https://twitter.com/DragonSin__/status/1756828112669770119
Sun Feb 11 23:50:32 +0000 2024;1756828095557079485;"@narkosun kacau banget ya yg dibelakang tim GANJAR dan MAHFUD, klo lihat dr film Dirty Vote, kayak masalahnya banyak banget gtu dibelakang timnya GANJAR MAHFUD";0;0;2;29;in;348911702;1756820137184022784;rahmat_bagus;https://twitter.com/rahmat_bagus/status/1756828095557079485
Sun Feb 11 23:50:29 +0000 2024;1756828080608555081;"Kacau #Dirtyvote #Asalbukan02 https://t.co/di55SV9MOi";0;0;0;0;in;940968283;1756828080608555081;moschafleur;https://twitter.com/moschafleur/status/1756828080608555081
Sun Feb 11 23:50:20 +0000 2024;1756828045489660206;"narasi baru wong goblok di tiktok: akademisi di dirty vote kader pks dan pdip.";0;0;0;4;in;4574692693;1756828045489660206;iinadmah;https://twitter.com/iinadmah/status/1756828045489660206
Sun Feb 11 23:50:08 +0000 2024;1756827992184221797;"VIRAL Film Dirty Vote, Bawaslu Disebut tak Kompeten Jalankan Pengawasan, Bawaslu:Silakan Kritik Kami   https://t.co/N4tawkyGdc via @tribunnews";0;0;0;0;in;142305302;1756827992184221797;tribunmedan;https://twitter.com/tribunmedan/status/1756827992184221797
Sun Feb 11 23:50:07 +0000 2024;1756827989260820618;"Evaluasi diri menuju keseimbangan hidup dengan membatasi penggunaan smartphone!  Hubungi https://t.co/CIn5ulAgOD untuk informasi lebih lanjut  #memoireDeLaSerein  #ASHELesai #DirtyVote https://t.co/dxzWMSSMB9";0;0;0;0;in;1312755619;1756827989260820618;CodemiID;https://twitter.com/CodemiID/status/1756827989260820618
Sun Feb 11 23:50:07 +0000 2024;1756827986962391135;"Seandainya Emerson Institute buat Nonton Bareng dsn Diskusi Film "Dirty Vote" dengan mengundang Pak @prabowo sebagai penanggap, apakah bro/sis atau rekan2 berkenan hadir?";14;123;182;635;in;155928815;1756827986962391135;emerson_yuntho;https://twitter.com/emerson_yuntho/status/1756827986962391135
Sun Feb 11 23:50:01 +0000 2024;1756827964703220173;"@fadlizon Lebih bagusan nonton Dirty Vote.";0;0;0;1;in;3966206954;1756726580225978478;TitipanIllahi44;https://twitter.com/TitipanIllahi44/status/1756827964703220173
Sun Feb 11 23:50:00 +0000 2024;1756827961096020366;"gw keknya gaperlu koar koar lagi seberapa cacatnya pemilu ini, udah dijelasin lengkap kok di film dirty vote beserta data yang konkrit juga, selesai.";0;0;0;3;in;1230455927112814592;1756827961096020366;doowsqt;https://twitter.com/doowsqt/status/1756827961096020366
Sun Feb 11 23:49:56 +0000 2024;1756827942532063500;"Paling enak ngejek PSI. Orang-orangnya ngejilat dahak sendiri 🤣 kemarin nyudutin besok-besok muja-muja bak paduka.  Tegline nya partai anak muda. Anak muda paan ? Kaga punya integritas 😆 cuihhh eh cuakkk  Pada panik " Dirty Vote "";0;0;0;9;in;1926327240;1756827942532063500;dzilalislam;https://twitter.com/dzilalislam/status/1756827942532063500
Sun Feb 11 23:49:54 +0000 2024;1756827934957134058;"@BuruhSiluman Kami nonton dirty vote aja";0;0;0;1;in;2948119393;1756678490689270194;4byunus;https://twitter.com/4byunus/status/1756827934957134058
Sun Feb 11 23:49:54 +0000 2024;1756827932948079010;"Banyak yang sudah nonton Dirty Vote";0;0;0;1;in;176622407;1756827932948079010;yan_nas;https://twitter.com/yan_nas/status/1756827932948079010
Sun Feb 11 23:49:49 +0000 2024;1756827915059343499;"nonton dirty vote dikit dikit hrs pause buat searching istilah istilah yg aku ga ngerti HAHA gapapa im learning";0;0;0;0;in;1019453588332924928;1756827915059343499;nyowgi;https://twitter.com/nyowgi/status/1756827915059343499
Sun Feb 11 23:49:48 +0000 2024;1756827908084285752;"Apalagi film "Dirty Vote" yang dirilis menjelang hari pencoblosan tentu menjadi terkesan sangat tendensius. Ditambah di credit akhir film, ada "Salam 4 Jari"";0;0;0;0;in;1605510079020560384;1756827908084285752;b3rlog1k4;https://twitter.com/b3rlog1k4/status/1756827908084285752
Sun Feb 11 23:49:44 +0000 2024;1756827891042779190;"Dirty Vote  1. Dhandy Laksono, produser. SJW pro Papua Merdeka. Circle SJW nya dukung paslon mana?  2. Dlm pelem itu, mengarahkan opini publik bhw paslon yg "paling bersih" ke paslon mana?  Buat gw...sesuai judulnya..Dirty Vote hanya bokep politik perubahan.";55;389;408;1753;in;932827741061226497;1756827891042779190;antilalat;https://twitter.com/antilalat/status/1756827891042779190
Sun Feb 11 23:49:42 +0000 2024;1756827882356363440;"@fadlizon Udah pernah nonton pak, dirty vote inj yang perlu ditonton buat nambah pengetahuan";0;0;0;2;in;1221775275404349441;1756726580225978478;yaminamrullah07;https://twitter.com/yaminamrullah07/status/1756827882356363440
Sun Feb 11 23:49:35 +0000 2024;1756827855672266976;"Di X Twitter dirty vote trending teratas dari semalm, tapi smpe sekarang yg punya akun2 media besar di IG belum ada satupun yg up 🤔";0;0;0;1;in;1640409489768857600;1756827855672266976;urhealthyy;https://twitter.com/urhealthyy/status/1756827855672266976
Sun Feb 11 23:49:35 +0000 2024;1756827853474398343;"@azelinans Dirty vote buatan pesaing cenah 😫 Negara ini krisis menghormati ilmu dan ahli meni sedih 😭";0;1;0;0;in;104422760;1756737147871416613;tehicaaa;https://twitter.com/tehicaaa/status/1756827853474398343
Sun Feb 11 23:49:32 +0000 2024;1756827843341000908;"Pagi pagi, di grup bahas Dirty Vote";0;0;0;0;in;76612968;1756827843341000908;kyulogi88;https://twitter.com/kyulogi88/status/1756827843341000908
Sun Feb 11 23:49:29 +0000 2024;1756827829726236673;"Dalam pertarungan gajah, memang sering kali rumputlah yang terinjak-injak. (Zainal Arifin Mochtar)  Dirty Vote (Full Movie) https://t.co/RDDlvdt5B5 via @YouTube";0;0;0;1;in;538080180;1756827829726236673;aksaraliyan;https://twitter.com/aksaraliyan/status/1756827829726236673
Sun Feb 11 23:49:26 +0000 2024;1756827818569437530;"Makasih dirty vote, aku udah ga bingung mau pilih siapa 😍";0;0;0;1;in;1591819700325220353;1756827818569437530;strobericutie;https://twitter.com/strobericutie/status/1756827818569437530
Sun Feb 11 23:49:23 +0000 2024;1756827805978186212;"punya temen cewe s1 hukum s2 hukum jg di yale lg, tp milih 02 mana aktif bgt digrup ngajak2 yg lain buat milih 02 pas keluar dirty vote dia gelabakan sendiri nutup2in kelakuan paslonnya dgn ngirim konteks2 yg ngejelekin paslon lain";0;0;0;0;in;1178505623614312448;1756827805978186212;scagram_;https://twitter.com/scagram_/status/1756827805978186212
Sun Feb 11 23:49:20 +0000 2024;1756827792342438083;"Temen2ku yg nol duwa bilang dokumenter dirty vote itu fitnah yg sengaja dirilis pas masa tenang wkwkwk. Heran deh, jelas2 fakta berdasarkan data gitu dibilang hoax dan fitnah. Giliran cuitan org2 tiktok yg entah sumbernya dari mana malah dipercaya https://t.co/wbCEBjti8A";0;8;0;2;in;1290273441849909249;1756827792342438083;antoncilok;https://twitter.com/antoncilok/status/1756827792342438083
Sun Feb 11 23:49:17 +0000 2024;1756827777167507680;"Aku diminta adik aku untuk gak bahas politik lagi sebenernya cuman yah gimana film dirty vote baru release 🙃";0;0;0;0;in;1126442355832176642;1756827777167507680;hopegurls;https://twitter.com/hopegurls/status/1756827777167507680
Sun Feb 11 23:49:15 +0000 2024;1756827772713075045;"@CNNIndonesia Film Dirty Vote itu, isinya hanyalah rangkuman kejadian yang telah diberitakan di berbagai media nasional. Bukan fitnah. Keberanian menggabungkan semua informasi2 tsb menjadi film sehingga terangkai menjadi 1 kesimpulan kecurangan besar tidak dimiliki sembarang orang. Salute!";0;0;0;5;in;1525704280229150720;1756610074099716247;MalikHa14694929;https://twitter.com/MalikHa14694929/status/1756827772713075045
Sun Feb 11 23:49:15 +0000 2024;1756827768774709516;"Setelah nonton dirtyvote rasanya sedih, kecewa, emosi, ya Rabb jauhkan kami dari pemimpin2 yg dzalim aamiin2 yra 🤲 https://t.co/VtGgA7ZkzV";0;0;0;0;in;221255349;1756827768774709516;citrachetau;https://twitter.com/citrachetau/status/1756827768774709516
Sun Feb 11 23:49:10 +0000 2024;1756827749850005634;"Film Dirty Vote gila sihhh";0;0;0;0;in;1356950916;1756827749850005634;WisnuGraha__;https://twitter.com/WisnuGraha__/status/1756827749850005634
Sun Feb 11 23:49:10 +0000 2024;1756827749279564117;"smlem ak nnton dirty vote cm bwat dnger orang ngomong";0;1;0;0;in;1610542219332845570;1756827749279564117;imah404;https://twitter.com/imah404/status/1756827749279564117
Sun Feb 11 23:49:02 +0000 2024;1756827716756947083;"@fadlizon Suka-suka mo nonton yang mana. Tapi Dirty Vote pasti lebih menarik  . . .   ?";0;0;0;0;in;1500469327648403457;1756726580225978478;MarsMar41947283;https://twitter.com/MarsMar41947283/status/1756827716756947083
Sun Feb 11 23:48:57 +0000 2024;1756827694392889432;"@KompasTV pdhal filmnya kena semua paslon loh, tpi kok paslon 2 baper bngt? apa bener yg diomongin oleh dirty vote itu";0;0;0;0;in;1744343291548856320;1756597207598498267;whiterabit56;https://twitter.com/whiterabit56/status/1756827694392889432
Sun Feb 11 23:48:43 +0000 2024;1756827636238872891;"@aningnangningeu nggak perlu dirty vote buat tau itu. gue pribadi udah ngerasa dia begitu. cuman dari cara jawab dia yg aneh saat ditanya wartawan.";0;1;0;9;in;1372327854319411203;1756707718973497510;boladitangkis;https://twitter.com/boladitangkis/status/1756827636238872891
Sun Feb 11 23:48:33 +0000 2024;1756827595419820527;"Aku nonton dirty vote sampe jam 1 kerjain kerjaan sampe jam 3 scroll tiktok sampe buka tweet lagi jam segini… padahal hari ini kerja 👍👍👍";0;1;0;0;in;1287301258013900800;1756827595419820527;akuhaqu;https://twitter.com/akuhaqu/status/1756827595419820527
Sun Feb 11 23:48:31 +0000 2024;1756827584321716460;"@Udinsed25222312 @Bull_winner (1) udah coba nonton sexy killer? film itu rilis di tahun 2019 dan isinya buat attack pak jokowi dan coba balik nonton dirty vote yang isinya lebih condong untuk attack salah satu paslon, sementara paslon lain disenggol namun sedikit. bukan gak terima, cuma mau meluruskan aja.";0;2;0;9;in;1507939528220184580;1756675391279030773;seaurine;https://twitter.com/seaurine/status/1756827584321716460
Sun Feb 11 23:48:30 +0000 2024;1756827580978835892;"abis nugas baru nonton dirty vote";0;0;0;0;in;1700875100248264704;1756827580978835892;jeayeom;https://twitter.com/jeayeom/status/1756827580978835892
Sun Feb 11 23:48:30 +0000 2024;1756827580005847345;"selain dirty vote kalian juga perlu nonton ini ges, maka kesadaran dan kepedulian trhdp negara akan dikuliti dan disadarkan https://t.co/UntqC03bcO";0;0;0;0;in;1008613172;1756827580005847345;vivi_maulia;https://twitter.com/vivi_maulia/status/1756827580005847345
Sun Feb 11 23:48:28 +0000 2024;1756827573865119879;"Abis nonton Dirty Vote. Jadi inget satu kehebohan waktu itu.  Ternyata Cak Nun BENAR!";0;0;1;10;in;140059926;1756827573865119879;zzzeen;https://twitter.com/zzzeen/status/1756827573865119879
Sun Feb 11 23:48:23 +0000 2024;1756827554689011783;"Kalau sudah menonton Dirty Vote, terus tetap pilih 02, itu artinya kamu itu bebal.";667;872;7746;32223;in;1344446501112565761;1756827554689011783;mihrabku;https://twitter.com/mihrabku/status/1756827554689011783
Sun Feb 11 23:48:22 +0000 2024;1756827548103925795;"Masa tenang yang tidak tenang...!  Dirty vote";0;0;0;1;in;1499947764209561600;1756827548103925795;kang_moch80;https://twitter.com/kang_moch80/status/1756827548103925795
Sun Feb 11 23:48:20 +0000 2024;1756827538662539355;"@Uki23 Bantah saja fakta yang ditampilkan dirty vote.  Mereka hanya kumpulkan berita yang sudah beredar.  Jujur dan lurus itu mahal harganya.";0;0;0;0;in;157860034;1756703232221745572;pnrh__;https://twitter.com/pnrh__/status/1756827538662539355
Sun Feb 11 23:48:18 +0000 2024;1756827533440696344;"@abdinst @DedynurPalakka Seblm ke tps..sebaiknya tonton full Dirty Vote, kmdn cari paslon yg kecil mudharatnya...sesimple itu...👌🫰";0;2;0;3;in;1344446919418867712;1756702501695631846;HennySuzie;https://twitter.com/HennySuzie/status/1756827533440696344
Sun Feb 11 23:48:16 +0000 2024;1756827524804600232;"@Muhammad_Saewad Saya lebih percaya Dirty Vote. Karena disertai bukti-bukti video dan narasumber terpercaya";0;0;0;0;in;1603570633379840000;1756681196183179649;BangRus23;https://twitter.com/BangRus23/status/1756827524804600232
Sun Feb 11 23:48:16 +0000 2024;1756827522015330786;"dirty vote ini sgt disturbing ya mengingat yg berkuasa ternyata seberkuasa itu.. sampe bisa ngacak ngacak negara";0;0;0;1;in;846663106172411909;1756827522015330786;daegudip;https://twitter.com/daegudip/status/1756827522015330786
Sun Feb 11 23:48:15 +0000 2024;1756827520446644627;"Kalau ada yg bilang film Dirty Vote ini pesenan, ya mungkin yg bilang itu pendukung 02, kalau yg udah sering konton kontennya bocor alus, terus monton dirty vote ku kira udah ga kaget lagi dan ga nuduh kalo film itu “pesenan”.";0;0;0;2;in;300733850;1756827520446644627;amshool;https://twitter.com/amshool/status/1756827520446644627
Sun Feb 11 23:48:11 +0000 2024;1756827501425500659;"dirty vote itu garapan si merah tujuannya nyerang si biru tapi warga melibatkan si oren. yg naik siapa? wkwk skenario pemilu dan tetek bengek dramanya tuh udah di tulis dari awal tahun 2023. gausah munafik.";0;0;1;11;in;1453472276083462147;1756827501425500659;nanongondrog;https://twitter.com/nanongondrog/status/1756827501425500659
Sun Feb 11 23:48:09 +0000 2024;1756827494672716206;"Tapi itu film edukasi? Bukan kampanye? Like?????   Masih bingung sama yg bilang Dirty Vote ini film kampanye.   1. Semua peserta pemilu tuh kena loh dibahas.  2. Ini film highlight nya kecurangan pemilu, kampanye dari mana?  3. Gak usah panik gak sih, kalau ngerasa bener?";0;0;0;1;in;50519053;1756827494672716206;zulfaaacern;https://twitter.com/zulfaaacern/status/1756827494672716206
Sun Feb 11 23:48:07 +0000 2024;1756827487554949408;"Daripada para pakar hukum tata negara itu menjelaskannya di film "Dirty Vote". Lebih baik seperti Petrus dkk ini: menggugat ke PTUN.  Penjelasan di film hanya akan menempatkan apa yang disampaikan oleh para pakar itu sebagai "pendapat" bukan sebagai "fakta hukum"";1;0;0;0;in;1605510079020560384;1756827487554949408;b3rlog1k4;https://twitter.com/b3rlog1k4/status/1756827487554949408
Sun Feb 11 23:48:06 +0000 2024;1756827482123301231;"Terima kasih untuk semua orang yg terlibat dalam dokumenter"DIRTY VOTE"yang telah memperjelas pikiran kami tentang apa yang sedang terjadi dan kegaduhan yang selama ini menjadi perdebatan nasional atas segala bentuk kecurangan terstruktur sehingga menimbulkan rusaknya demokrasi. https://t.co/NoxirFBX2H";0;1;0;0;in;448429172;1756827482123301231;YKN182;https://twitter.com/YKN182/status/1756827482123301231
Sun Feb 11 23:48:00 +0000 2024;1756827457439867203;"nanti mau nonton dirty vote hehe";0;1;0;0;in;1414408869560819720;1756827457439867203;kieraniche;https://twitter.com/kieraniche/status/1756827457439867203
Sun Feb 11 23:48:00 +0000 2024;1756827454990344638;"pulang sekolah harus nonton dirty vote";0;0;0;0;in;1347904398953906177;1756827454990344638;onlyonekayl;https://twitter.com/onlyonekayl/status/1756827454990344638
Sun Feb 11 23:47:57 +0000 2024;1756827445641302140;"Ini masih gak pada sadar kah kalau satu kabinet pada kompak nyebokin salah satu pihak? Gua stlh nonton Dirty Vote dan Sexy Killer rasanya pengen ngamuk2 kpd oligarki";0;1;0;2;in;1285702527367823361;1756827445641302140;hanif_arham;https://twitter.com/hanif_arham/status/1756827445641302140
Sun Feb 11 23:47:52 +0000 2024;1756827424279716077;"wow. gw pikir temen temen gw cukup cerdas buat berpikir secara rasional. ternyata mereka tetep nyalahin para pakar dalam film dirty vote, menyatakan bahwa mereka di"perintah". they just can't see that movie objectively. padahal mereka anak bem.";0;0;0;0;in;1509175421090545668;1756827424279716077;blluemoonday;https://twitter.com/blluemoonday/status/1756827424279716077
Sun Feb 11 23:47:48 +0000 2024;1756827403962421406;"yes! fakta2 tsb emang jadi obrolan sehari-hari. Di Radio apalagi, dibahas trs, tp film Dirty Vote menyusun dan merangkum semuanya! ya justru bagus buat yg emang gak ngikutin isu politik! semoga terbuka";0;0;0;3;in;204785937;1756827403962421406;adihidaayat;https://twitter.com/adihidaayat/status/1756827403962421406
Sun Feb 11 23:47:47 +0000 2024;1756827400225292443;"Selangkah lebih dekat menuju karir UI/UX Designer yang keren! Tingkatkan skill dan kompetensimu sekarang!  #DirtyVote #ASHELesai https://t.co/5oh55fyKrN";0;0;0;1;in;1312755619;1756827400225292443;CodemiID;https://twitter.com/CodemiID/status/1756827400225292443
Sun Feb 11 23:47:46 +0000 2024;1756827395427029271;"Yang gak setuju film dokumenter dirty vote tinggal sanggah pake data, kalau bilang ada yang bilang film itu fitnah berarti otaknya perlu dipertanyakan:)";0;0;0;1;in;99707359;1756827395427029271;arif_jam;https://twitter.com/arif_jam/status/1756827395427029271
Sun Feb 11 23:47:43 +0000 2024;1756827386849681915;"Orang frustrasi yang ketakutan sama film dirty vote";0;0;0;0;in;1741791254424489984;1756827386849681915;abah_hasanuddin;https://twitter.com/abah_hasanuddin/status/1756827386849681915
Sun Feb 11 23:47:37 +0000 2024;1756827360589132177;"kenapa yg seimbang 1 sama 2(?) atau krn abis nonton dirty vote🤔";0;0;0;2;in;1553672608423391232;1756827360589132177;hermosachica25;https://twitter.com/hermosachica25/status/1756827360589132177
Sun Feb 11 23:47:32 +0000 2024;1756827337096880133;"Geger Dirty vote... Dunia Maya bergejolak dunia Maya mereka😂";0;0;0;1;in;85510873;1756827337096880133;Need4change5;https://twitter.com/Need4change5/status/1756827337096880133
Sun Feb 11 23:47:30 +0000 2024;1756827331472351730;"@Babadciboo @Bull_winner Judulnya dirty vote, tapi 31k surat suara yg tercoblos ga dibahas, lupa apa film pesanan???";0;0;0;0;in;1192772731;1756718908583915635;cucu_einsteins;https://twitter.com/cucu_einsteins/status/1756827331472351730
Sun Feb 11 23:47:28 +0000 2024;1756827322454614524;"Dirty Vote ga akan ngaruh ke grassroot karena selama ini grassroot sengaja dibiarkan dalam ketidaktahuan, dijaga kebodohannya biar ttp menggantungkan diri ke penguasa 😂";0;2;0;3;in;46100701;1756827322454614524;fakhriassya;https://twitter.com/fakhriassya/status/1756827322454614524
Sun Feb 11 23:47:27 +0000 2024;1756827317366907095;"@DirtyVote Pendukung kelaparan udh diksh fakta jga yo tetep ngeyel susah sdmnya, biar mreka aja yg sperti itu kita yg waras jgn ikut2 menerima fakta2 kecurangan";0;0;0;0;in;1521483617930977280;1756171293584445524;AmzJackBlood;https://twitter.com/AmzJackBlood/status/1756827317366907095
Sun Feb 11 23:47:23 +0000 2024;1756827300174463402;"Dirty Vote  Ya Tuhan, binasakanlah orang orang yang zalim";0;0;0;1;in;1572183036401455105;1756827300174463402;TriWidi58978048;https://twitter.com/TriWidi58978048/status/1756827300174463402
Sun Feb 11 23:47:11 +0000 2024;1756827249855377837;"pj gubernur kalbar masuk dirty vote 🤦🏻‍♂️";0;1;0;1;in;824251017164263424;1756827249855377837;yoenata;https://twitter.com/yoenata/status/1756827249855377837
Sun Feb 11 23:46:57 +0000 2024;1756827192234013075;"Nah paling Dirty Vote cuma sebatas untuk tontonan, Kemudian kita sumpah serapah Sam seperti membaca buku Jokowi Undercover Jilid 1 dan 2 atau Korupsi Ahok.  SAATNYA PERUBAHAN..,!";0;0;0;2;in;1685962552587780096;1756827192234013075;Nemesis_34N;https://twitter.com/Nemesis_34N/status/1756827192234013075
Sun Feb 11 23:46:48 +0000 2024;1756827154598543395;"Yang butuh link: https://t.co/KVbMYDRVuZ  #dirtyvote #pilpres2024";0;0;0;0;in;1733823921932341248;1756827154598543395;greenredbwd;https://twitter.com/greenredbwd/status/1756827154598543395
Sun Feb 11 23:46:46 +0000 2024;1756827145396224183;"@Fahrihamzah Masuk juga di Dirty vote yaaa 🤣🤣";0;0;0;1;in;58109767;1756823115945083145;Namakuyadin;https://twitter.com/Namakuyadin/status/1756827145396224183
Sun Feb 11 23:46:42 +0000 2024;1756827127755026623;"@narkosun Yg tidak setuju Makan Gratis, dianggap tidak waras. Guru Besar dan akademisi mengkritik, dituduh punya kepentingan politik. Himbauan politik lewat film "Dirty Vote", dibilang fitnah. Menanyakan penggunaan anggaran negara, diancam dilaporkan.  Kebayang gak jika mereka berkuasa?";0;0;0;1;in;714666117164310529;1756662843079024696;bumb9111;https://twitter.com/bumb9111/status/1756827127755026623
Sun Feb 11 23:46:41 +0000 2024;1756827123887870075;"@bleeel_ @Bull_winner Film Dirty vote "kerja ilmiah"berbasis data . Tidak cukup hanya "di tangkis"dengan kata fitnah,";0;0;0;1;in;1568734988249739264;1756718908583915635;woiyoo6;https://twitter.com/woiyoo6/status/1756827123887870075
Sun Feb 11 23:46:33 +0000 2024;1756827092430499959;"@fadlizon Dirty Vote jauh lebih bagus 🤣🤣";0;0;1;21;in;1306413121720872960;1756726580225978478;Iteung_aja;https://twitter.com/Iteung_aja/status/1756827092430499959
Sun Feb 11 23:46:22 +0000 2024;1756827046674866591;"Semalem berusaha menuntaskan Dirty Vote. Ngebul otak gue 😭 Plisss ka Nadia Omara, Nessie Judge, Hirodata tolong buat versi yg lebih asik!!";0;0;0;0;in;1744501326040702976;1756827046674866591;unijooheun;https://twitter.com/unijooheun/status/1756827046674866591
Sun Feb 11 23:46:22 +0000 2024;1756827045567603030;"@fadlizon Nonton "DIRTY VOTE" dulu UDA FZ bagus banget ini film nya,,😀 yg di Netflix nanti aja,,!😂😂";0;0;0;0;in;3051909739;1756726580225978478;DonalRiandi;https://twitter.com/DonalRiandi/status/1756827045567603030
Sun Feb 11 23:46:20 +0000 2024;1756827036801540384;"@Fahrihamzah @partaigeloraid Dirty Vote. Ente kan paling keras. Bantah donk";0;0;0;0;in;1537213103397830656;1756819615651598712;SemutMerah2024;https://twitter.com/SemutMerah2024/status/1756827036801540384
Sun Feb 11 23:46:15 +0000 2024;1756827017188896971;"Bikin tandingan donk, kalo kemarin ada Dirty Vote, ayo sekarang coba bikin Dirty Influencer,,,, mantap pasti yakkk";0;0;0;0;in;1585873555430207489;1756827017188896971;MundurDulu;https://twitter.com/MundurDulu/status/1756827017188896971
Sun Feb 11 23:46:08 +0000 2024;1756826984985051632;"Di film dirty vote semua kena";0;0;0;0;in;220948339;1756826984985051632;fadilmamm;https://twitter.com/fadilmamm/status/1756826984985051632
Sun Feb 11 23:46:02 +0000 2024;1756826961006285002;"@fadlizon Ngapain nonton sejarah orang, mending nonton Dirty vote";0;0;0;0;in;1529309925633331200;1756726580225978478;sapuh45;https://twitter.com/sapuh45/status/1756826961006285002
Sun Feb 11 23:46:00 +0000 2024;1756826951816516004;"@KompasTV 3 hari ini negara buncah sama film dirty vote dan scandal kickback mirage2000";0;0;0;0;in;1604526500337704960;1756597207598498267;Alfian5262;https://twitter.com/Alfian5262/status/1756826951816516004
Sun Feb 11 23:45:56 +0000 2024;1756826936461176862;"@moviemenfes bkn cuman analisa di Dirty Vote mereka juga pelaku sewaktu sidang di MK 😂";0;0;0;0;in;794350874227130368;1756670677149749569;NegeriDagelanz;https://twitter.com/NegeriDagelanz/status/1756826936461176862
Sun Feb 11 23:45:56 +0000 2024;1756826934611525720;"Fakta dalam Dirty Vote yang mengejutkan ialah...  ...tulisannya Uceng jelek ✨💫";1;7;15;78;in;68331085;1756826934611525720;Stakof;https://twitter.com/Stakof/status/1756826934611525720
Sun Feb 11 23:45:51 +0000 2024;1756826916999598251;"Check this out! #Lazada  #Terlaris 👉   https://t.co/WM50Cg1YOB  Sedang tren dalam topik Indonesia   "Dirty Vote" | Selingkuh | "TKN 02" | "Bivitri Susanti" | Connie | "Bivitri Susanti" | "Bu Mega" | "Masa Tenang" |  TikTok  Image/Vidio 👉 #TikTok https://t.co/5y8jehfvhw";0;0;24;1;in;272471421;1756826916999598251;Wawan220179;https://twitter.com/Wawan220179/status/1756826916999598251
Sun Feb 11 23:45:50 +0000 2024;1756826911219896587;"Kalimat penutup yang penuh sesak dari Dirty Vote, perasaan langsung dukkk... YaAllah Gusti Allah mboten sare, nyatanya kematian adalah yang abadi, dan kehidupan semantara, semoga dijauhkan dari keserakahan dan nafsu duniawi... amin allahumma amin...";0;0;0;0;in;1331375194716340224;1756826911219896587;IkhsanPrastowo;https://twitter.com/IkhsanPrastowo/status/1756826911219896587
Sun Feb 11 23:45:46 +0000 2024;1756826894572667267;"👁️ DIRTY VOTE - Full Movie (OFFICIAL) https://t.co/FmZRqzMfDF lewat @YouTube Film Bagaimana Desain Kecurangan Pemilu 2024 Dirancang. Film Dokumenter yg Mengungkap berbagai instrumen kekuasaan telah digunakan untuk tujuan memenangkan pemilu dan merusak tatanan demokrasi...✍️🇮🇩";0;0;0;0;in;1725800944078917632;1756826894572667267;YGundero35921;https://twitter.com/YGundero35921/status/1756826894572667267
Sun Feb 11 23:45:36 +0000 2024;1756826852352815421;"Nonton Dirty Vote lebih serem daripada film horor";0;0;0;0;in;1299251314849800193;1756826852352815421;Mocco0319;https://twitter.com/Mocco0319/status/1756826852352815421
Sun Feb 11 23:45:30 +0000 2024;1756826828030038098;"@zy_zy_its_me Udah nonton dirty vote kau dek?";0;0;0;1;in;2948119393;1756662616234303495;4byunus;https://twitter.com/4byunus/status/1756826828030038098
